,date,tmax,tmin,prec,sun,humidity,wind,date2
11363,1994-02-10,30.927272727272726,19.927272727272726,1.6818181818181819,20.18596709090909,77.5909090909091,0.7545454545454546,1994-02-10
11364,1994-02-11,32.041666666666664,20.158333333333335,6.708333333333333,20.4715125,76.45833333333333,0.68125,1994-02-11
11365,1994-02-12,31.318181818181817,20.472727272727273,7.372727272727272,19.113138636363637,81.97727272727273,0.854545450909091,1994-02-12
11366,1994-02-13,31.325,19.849999999999998,6.441666666666666,18.8695125,82.04166666666667,0.8145833374999999,1994-02-13
11367,1994-02-14,31.30909090909091,19.772727272727273,6.809090909090909,23.23484809090909,81.43181818181819,1.05,1994-02-14
11368,1994-02-15,31.34166666666667,19.466666666666665,7.141666666666667,22.6318335,78.8125,0.910416675,1994-02-15
11369,1994-02-16,32.125,20.275000000000002,4.141666666666667,22.132974416666666,79.54166666666667,1.1854166666666666,1994-02-16
11370,1994-02-17,33.08181818181818,20.845454545454547,4.136363636363637,22.759593636363636,75.63636363636364,0.825,1994-02-17
11371,1994-02-18,32.518181818181816,20.654545454545453,1.8363636363636362,24.140391454545455,72.75,0.859090890909091,1994-02-18
11372,1994-02-19,32.30909090909091,20.954545454545453,1.0818181818181818,21.505920454545453,74.13636363636364,0.759090909090909,1994-02-19
11373,1994-02-20,32.40833333333333,20.483333333333334,2.2333333333333334,24.854144166666668,66.8125,1.2208333299999998,1994-02-20
11374,1994-02-21,31.53,20.2,1.81,23.1482426,69.85,1.0250000099999999,1994-02-21
11375,1994-02-22,31.518181818181816,19.981818181818184,3.563636363636363,22.25981481818182,74.38636363636364,0.7363636363636363,1994-02-22
11376,1994-02-23,30.88181818181818,19.50909090909091,3.5,23.021115090909092,78.86363636363636,0.9159090909090909,1994-02-23
11377,1994-02-24,29.736363636363638,19.736363636363635,8.718181818181819,17.930080545454544,81.43181818181819,0.7772727363636364,1994-02-24
11378,1994-02-25,29.560000000000002,20.009999999999998,6.51,17.7910066,82.925,1.1225,1994-02-25
11379,1994-02-26,28.889999999999997,19.47,11.040000000000001,16.5158415,86.3,1.175,1994-02-26
11380,1994-02-27,30.44545454545454,20.21818181818182,7.081818181818182,20.210791818181818,83.27272727272727,1.0931818090909091,1994-02-27
11381,1994-02-28,30.263636363636362,20.490909090909092,9.654545454545454,18.929960454545455,83.36363636363636,1.2727272727272727,1994-02-28
11382,1994-03-01,29.027272727272727,20.11818181818182,10.481818181818182,14.497489636363637,85.31818181818181,1.1863636363636365,1994-03-01
11383,1994-03-02,27.163636363636364,19.62727272727273,14.2,13.267547363636362,88.13636363636364,0.8477272727272727,1994-03-02
11384,1994-03-03,27.41818181818182,19.11818181818182,20.827272727272728,17.7596295,80.95454545454545,1.5931818272727272,1994-03-03
11385,1994-03-04,27.0,18.73,3.56,17.5067005,80.85,1.895,1994-03-04
11386,1994-03-05,24.733333333333334,18.444444444444443,1.9222222222222223,13.530697,85.58333333333333,1.4305555666666665,1994-03-05
11387,1994-03-06,23.327272545454544,17.536363636363635,13.936363636363637,14.047142727272728,86.9090909090909,1.2636363636363637,1994-03-06
11388,1994-03-07,25.610000000000003,16.8,12.790000000000001,14.686585149999999,82.725,1.3074999999999999,1994-03-07
11389,1994-03-08,28.827272727272728,18.09090909090909,1.0545454545454545,18.597489454545453,81.1590909090909,1.1886363636363635,1994-03-08
11390,1994-03-09,29.0,19.009999999999998,11.280000000000001,18.15115,80.8,1.075,1994-03-09
11391,1994-03-10,29.419999999999998,20.16,5.34,17.4921167,83.575,1.00999999,1994-03-10
11392,1994-03-11,30.059999999999995,19.31,12.12,18.0194332,83.475,0.8524999900000001,1994-03-11
11393,1994-03-12,30.23,19.6,6.1,19.3467327,80.7,1.0574999999999999,1994-03-12
11394,1994-03-13,29.927272727272726,19.563636363636363,3.8818181818181814,20.239546454545454,77.54545454545455,0.7681818272727273,1994-03-13
11395,1994-03-14,30.627272727272725,19.363636363636363,2.290909090909091,21.050494545454544,76.36363636363636,0.9,1994-03-14
11396,1994-03-15,30.660000000000004,19.32,2.3,20.9987845,78.125,0.7525000000000001,1994-03-15
